PlotName	TypeOfName	Family	Genus	Species	PlotType	MinimumElevationMeters	SpeciesName
nPT_Incien_264	SpeciesName	Burseraceae	Protium	heptaphyllum	PT	420	Protium heptaphyllum
APK-01	SpeciesName	Bignoniaceae	Fridericia	celastroides	abergPP	420	Fridericia celastroides
nPP_Resina_12	SpeciesName	Bignoniaceae	Anemopaegma	insculptum	PP	1650	Anemopaegma insculptum
nPP_Terraz_41	MorphoSpeciesName	Lauraceae	Ocotea	BNA747	PP	221	Ocotea BNA747
nPT_Yariap_10	SpeciesName	Bignoniaceae	Pyrostegia	venusta	PT	1075	Pyrostegia venusta
nPP_Terraz_41	MorphoSpeciesName	Fabaceae	Dioclea	VTF140	PP	1075	Dioclea VTF140
nPT_Palmit_144	MorphoSpeciesName	Myrtaceae	Myrcia	LC2899	PT	1656	Myrcia LC2899
nPT_Resina_187	MorphoSpeciesName	Symplocaceae	Symplocos	LC3482	PT	3162	Symplocos LC3482
nPT_Almedr_101	SpeciesName	Rubiaceae	Notopleura	epiphytica	PT	1496	Notopleura epiphytica
nPT_Cimaas_125	SpeciesName	Polygalaceae	Moutabea	aculeata	PT	280	Moutabea aculeata
nPP_Fuerte_27	SpeciesName	Sapindaceae	Paullinia	elegans	PP	224	Paullinia elegans
nPT_Tanhua_340	MorphoSpeciesName	Rubiaceae	Elaeagia	AF17338	PT	2031	Elaeagia AF17338
nPT_Ovituy_204	SpeciesName	Bignoniaceae	Tynanthus	villosus	PT	1248	Tynanthus villosus
WAY-01	SpeciesName	Nyctaginaceae	Neea	buchtienii	abergPP	1070	Neea buchtienii
nPT_Lambra_434	SpeciesName	Ericaceae	Thibaudia	diphylla	PT	2826	Thibaudia diphylla
nPT_Tomamo_265	SpeciesName	Vochysiaceae	Qualea	grandiflora	PT	1164	Qualea grandiflora
nPT_Piara_391	SpeciesName	Malpighiaceae	Mascagnia	glabrata	PT	365	Mascagnia glabrata
nPP_Lechem_50	SpeciesName	Rubiaceae	Rudgea	poeppigii	PP	384	Rudgea poeppigii
nPP_Sanmar_23	MorphoSpeciesName	Fabaceae	Poecilanthe	AFC88	PP	1180	Poecilanthe AFC88
nPT_Santaa_345	SpeciesName	Convolvulaceae	Dicranostyles	mildbraediana	PT	950	Dicranostyles mildbraediana
TRU-07	SpeciesName	Asteraceae	Barnadesia	pycnophylla	abergPP	3225	Barnadesia pycnophylla
ESP-01	SpeciesName	Asteraceae	Munnozia	hastifolia	abergPP	1750	Munnozia hastifolia
nPT_Culi_355	MorphoSpeciesName	Boraginaceae	Cordia	MJM6000	PT	550	Cordia MJM6000
nPT_Lianas_67	SpeciesName	Malpighiaceae	Dicella	conwayi	PT	945	Dicella conwayi
nPT_Pucara_227	SpeciesName	Fabaceae	Senegalia	amazonica	PT	972	Senegalia amazonica
nPP_Tocoaq_30	SpeciesName	Urticaceae	Pourouma	tomentosa	PP	1347	Pourouma tomentosa
nPT_Piara_387	SpeciesName	Malvaceae	Guazuma	ulmifolia	PT	560	Guazuma ulmifolia
nPT_Santaa_351	SpeciesName	Menispermaceae	Sciadotenia	toxifera	PT	560	Sciadotenia toxifera
nPT_Palca_425	SpeciesName	Myristicaceae	Virola	mollissima	PT	1500	Virola mollissima
nPT_Bromel_122	SpeciesName	Lauraceae	Cinnamomum	triplinerve	PT	1250	Cinnamomum triplinerve
SAI-02	SpeciesName	Rubiaceae	Faramea	torquata	abergPP	850	Faramea torquata
nPT_Aguapo_54	SpeciesName	Actinidiaceae	Saurauia	peruviana	PT	1750	Saurauia peruviana
nPT_Piara_392	MorphoSpeciesName	Sapotaceae	Chrysophyllum	sp2	PT	1750	Chrysophyllum sp2
nPT_Piara_393	SpeciesName	Anacardiaceae	Tapirira	obtusa	PT	1500	Tapirira obtusa
TRU-07	SpeciesName	Cyatheaceae	Cyathea	ruiziana	abergPP	2250	Cyathea ruiziana
TRU-08	SpeciesName	Araliaceae	Schefflera	inambarica	abergPP	2000	Schefflera inambarica
nPT_Jaukan_219	SpeciesName	Myrtaceae	Myrcia	magnifolia	PT	1521	Myrcia magnifolia
nPP_Collpa_48	SpeciesName	Loganiaceae	Desfontainea	spinosa	PP	3337	Desfontainea spinosa
nPP_Resina_13	SpeciesName	Arecaceae	Bactris	gasipaes	PP	1100	Bactris gasipaes
nPT_Bosque_486	MorphoSpeciesName	Lauraceae	Ocotea	ALM63	PT	1588	Ocotea ALM63
nPT_Sendae_371	MorphoSpeciesName	Annonaceae	Annona	ILR230	PT	1351	Annona ILR230
nPP_Fuerte_27	SpeciesName	Erythroxylaceae	Erythroxylum	pauciflorum	PP	1351	Erythroxylum pauciflorum
nPP_Kañupa_44	SpeciesName	Lamiaceae	Vitex	cymosa	PP	798	Vitex cymosa
SP-02	SpeciesName	Moraceae	Ficus	caballina	abergPT	1102	Ficus caballina
nPP_Fuerte_27	SpeciesName	Moraceae	Maclura	tinctoria	PP	1316	Maclura tinctoria
nPP_Terraz_41	MorphoSpeciesName	Aquifoliaceae	Ilex	AM3498	PP	3087	Ilex AM3498
nPT_Cocapu_402	SpeciesName	Celastraceae	Cheiloclinium	hippocrateoides	PT	224	Cheiloclinium hippocrateoides
nPP_Terraz_41	SpeciesName	Urticaceae	Phenax	laevigatus	PP	2762	Phenax laevigatus
nPT_Planor_102	MorphoSpeciesName	Sapotaceae	Pouteria	DDQ105	PT	360	Pouteria DDQ105
nPT_Cerros_182	SpeciesName	Boraginaceae	Cordia	bicolor	PT	338	Cordia bicolor
nPT_Lambra_435	SpeciesName	Asteraceae	Critoniopsis	choquetangensis	PT	2866	Critoniopsis choquetangensis
nPP_Resina_13	SpeciesName	Asteraceae	Oblivia	mikanioides	PP	1034	Oblivia mikanioides
nPP_Sanmar_21	SpeciesName	Apocynaceae	Odontadenia	puncticulosa	PP	1427	Odontadenia puncticulosa
nPT_Cocapu_402	SpeciesName	Myrtaceae	Myrcia	bracteata	PT	950	Myrcia bracteata
nPT_Ruinas_31	SpeciesName	Anacardiaceae	Astronium	fraxinifolium	PT	1072	Astronium fraxinifolium
nPP_Mamaco_3	SpeciesName	Lauraceae	Ocotea	weberbaueri	PP	2228	Ocotea weberbaueri
nPT_Sanroq_228	SpeciesName	Lecythidaceae	Cariniana	estrellensis	PT	1000	Cariniana estrellensis
nPT_Retama_44	SpeciesName	Primulaceae	Cybianthus	venezuelanus	PT	1400	Cybianthus venezuelanus
CA-10	MorphoSpeciesName	Melastomataceae	Miconia	GAT1582	abergPT	1489	Miconia GAT1582
SPD-02	MorphoSpeciesName	Piperaceae	Piper	GAT1691	abergPP	1493	Piper GAT1691
nPT_Arriba_242	SpeciesName	Bignoniaceae	Fridericia	egensis	PT	1299	Fridericia egensis
nPP_Sumpul_33	MorphoSpeciesName	Connaraceae	Rourea	AAD446	PP	1334	Rourea AAD446
nPT_Tanhua_341	SpeciesName	Vochysiaceae	Qualea	paraensis	PT	850	Qualea paraensis
nPT_Chiriu_76	SpeciesName	Hypericaceae	Vismia	mandurr	PT	2000	Vismia mandurr
nPT_Arriba_224	MorphoSpeciesName	Lauraceae	Nectandra	sp24	PT	425	Nectandra sp24
nPT_Limonu_176	MorphoSpeciesName	Lauraceae	Endlicheria	sp4	PT	425	Endlicheria sp4
SPD-01	MorphoSpeciesName	Asteraceae	Pentacalia	sp1	abergPP	3522	Pentacalia sp1
nPT_Rincon_257	MorphoSpeciesName	Cunoniaceae	Weinmannia	sp1	PT	2286	Weinmannia sp1
ESP-01	MorphoSpeciesName	Gentianaceae	Symbolanthus	sp1	abergPP	2286	Symbolanthus sp1
nPP_Chirim_19	MorphoSpeciesName	Malpighiaceae	Byrsonima	sp3	PP	1750	Byrsonima sp3
nPT_Palmit_144	SpeciesName	Ericaceae	Siphonandra	elliptica	PT	3389	Siphonandra elliptica
nPT_Pino_262	SpeciesName	Sapindaceae	Matayba	boliviana	PT	1150	Matayba boliviana
nPP_Tocoaq_28	MorphoSpeciesName	Nyctaginaceae	Neea	AF11752	PP	400	Neea AF11752
nPT_Alsura_229	MorphoSpeciesName	Lauraceae	Nectandra	MCM1411	PT	1522	Nectandra MCM1411
ACJ-01	SpeciesName	Clusiaceae	Tovomita	micrantha	abergPP	1242	Tovomita micrantha
TRU-05	SpeciesName	Euphorbiaceae	Tetrorchidium	rubrivenium	abergPP	362	Tetrorchidium rubrivenium
nPT_Laguna_38	MorphoSpeciesName	Urticaceae	Coussapoa	ALM170	PT	1408	Coussapoa ALM170
nPP_Tocoaq_28	MorphoSpeciesName	Araliaceae	Sciodaphyllum	AF9709	PP	1654	Sciodaphyllum AF9709
nPP_Lomaka_40	SpeciesName	Lauraceae	Mezilaurus	itauba	PP	320	Mezilaurus itauba
nPT_Buenah_207	MorphoSpeciesName	Lauraceae	Ocotea	GAT1562	PT	1469	Ocotea GAT1562
nPT_Sanmig_181	SpeciesName	Rubiaceae	Psychotria	hoffmannseggiana	PT	1598	Psychotria hoffmannseggiana
nPT_Piara_388	SpeciesName	Annonaceae	Guatteria	schomburgkiana	PT	215	Guatteria schomburgkiana
nPT_Tintay_250	SpeciesName	Melastomataceae	Miconia	grandifoliata	PT	380	Miconia grandifoliata
nPT_Quebra_115	SpeciesName	Piperaceae	Piper	reticulatum	PT	340	Piper reticulatum
nPT_Santar_419	SpeciesName	Celastraceae	Maytenus	meguillensis	PT	360	Maytenus meguillensis
nPT_Lambra_437	SpeciesName	Fabaceae	Nissolia	fruticosa	PT	938	Nissolia fruticosa
nPT_Sumpul_298	MorphoSpeciesName	Piperaceae	Piper	GAT2447	PT	2955	Piper GAT2447
nPT_Tumupa_17	SpeciesName	Myrtaceae	Myrcianthes	rhopaloides	PT	2987	Myrcianthes rhopaloides
nPT_Rincon_362	SpeciesName	Asteraceae	Llerasia	macrocephala	PT	2975	Llerasia macrocephala
nPT_Siripi_431	SpeciesName	Lauraceae	Aniba	coto	PT	1910	Aniba coto
nPT_Tamboq_135	SpeciesName	Chrysobalanaceae	Licania	hypoleuca	PT	950	Licania hypoleuca
nPT_Tapuri_407	MorphoSpeciesName	Myrtaceae	Myrcia	AF17258	PT	1616	Myrcia AF17258
nPT_Yariap_2	MorphoSpeciesName	Sapindaceae	Talisia	LC1957	PT	963	Talisia LC1957
nPT_Rioubi_221	SpeciesName	Cyatheaceae	Alsophila	mostellaria	PT	1737	Alsophila mostellaria
nPP_Heathi_7	SpeciesName	Araliaceae	Sciodaphyllum	tipuanicum	PP	1737	Sciodaphyllum tipuanicum
nPT_Cabece_420	MorphoSpeciesName	Melastomataceae	Miconia	ILR1866	PT	2188	Miconia ILR1866
nPT_Meseta_46	MorphoSpeciesName	Lauraceae	Ocotea	MJM5890	PT	550	Ocotea MJM5890
nPT_Carjat_272	SpeciesName	Myrtaceae	Eugenia	subterminalis	PT	1300	Eugenia subterminalis
nPT_Bosque_485	MorphoSpeciesName	Araliaceae	Oreopanax	sp1	PT	3537	Oreopanax sp1
nPT_Tapuri_410	MorphoSpeciesName	Primulaceae	Myrsine	sp12	PT	3625	Myrsine sp12
nPT_Chapar_106	SpeciesName	Asteraceae	Baccharis	salicifolia	PT	2890	Baccharis salicifolia
nPT_Alsura_229	SpeciesName	Melastomataceae	Miconia	modica	PT	595	Miconia modica
nPT_Rioubi_221	MorphoSpeciesName	Chrysobalanaceae	Licania	sp3	PT	850	Licania sp3
nPT_Bosque_482	SpeciesName	Sapotaceae	Pouteria	juruana	PT	850	Pouteria juruana
nPT_Arriba_242	SpeciesName	Annonaceae	Guatteria	cuscoensis	PT	1750	Guatteria cuscoensis
nPP_Fuerte_26	SpeciesName	Sabiaceae	Meliosma	pumila	PP	2500	Meliosma pumila
nPT_Santat_120	MorphoSpeciesName	Fabaceae	Inga	sp36	PT	425	Inga sp36
nPT_Naranj_111	SpeciesName	Nyctaginaceae	Neea	oppositifolia	PT	800	Neea oppositifolia
nPP_Tocoaq_30	MorphoSpeciesName	Clusiaceae	Clusia	sp3	PP	3389	Clusia sp3
nPT_Buenah_208	MorphoSpeciesName	Melastomataceae	Clidemia	sp60	PT	2862	Clidemia sp60
nPT_Aguapo_55	MorphoSpeciesName	Siparunaceae	Siparuna	sp1	PT	2449	Siparuna sp1
nPT_Patasa_324	MorphoSpeciesName	Melastomataceae	Miconia	LC4360A	PT	1247	Miconia LC4360A
nPP_Chaqui_32	SpeciesName	Sapotaceae	Pouteria	ramiflora	PP	175	Pouteria ramiflora
CAL-01	SpeciesName	Nyctaginaceae	Pisonia	zapallo	abergPP	662	Pisonia zapallo
nPT_Tumupa_23	SpeciesName	Myrtaceae	Calyptranthes	concinna	PT	1993	Calyptranthes concinna
nPT_Buenah_209	SpeciesName	Fabaceae	Machaerium	floribundum	PT	1468	Machaerium floribundum
TRU-01	SpeciesName	Myrtaceae	Myrcia	magnoliifolia	abergPP	362	Myrcia magnoliifolia
nPT_Tumupa_22	SpeciesName	Campanulaceae	Centropogon	incanus	PT	3579	Centropogon incanus
nPT_Venado_222	SpeciesName	Fabaceae	Calliandra	trinervia	PT	360	Calliandra trinervia
nPP_Tintay_24	MorphoSpeciesName	Thymelaeaceae	Daphnopsis	MVH177	PP	2204	Daphnopsis MVH177
nPT_Planop_87	SpeciesName	Apocynaceae	Marsdenia	altissima	PT	1090	Marsdenia altissima
TU-07	SpeciesName	Bignoniaceae	Bignonia	aequinoctialis	abergPT	735	Bignonia aequinoctialis
nPT_Colome_63	SpeciesName	Moraceae	Maquira	guianensis	PT	905	Maquira guianensis
CA-04	SpeciesName	Ebenaceae	Lissocarpa	tetramera	abergPT	1616	Lissocarpa tetramera
nPT_Corana_311	SpeciesName	Vochysiaceae	Vochysia	citrifolia	PT	455	Vochysia citrifolia
nPT_Cocapu_399	MorphoSpeciesName	Menispermaceae	Abuta	AF17171	PT	1498	Abuta AF17171
nPT_Cerro1_83	SpeciesName	Fabaceae	Stryphnodendron	guianense	PT	820	Stryphnodendron guianense
nPP_Charop_47	MorphoSpeciesName	Sapotaceae	Pouteria	MJM5197	PP	950	Pouteria MJM5197
nPT_Ajusuc_168	MorphoSpeciesName	Meliaceae	Ruagea	AF14267B	PT	1347	Ruagea AF14267B
TU-03	SpeciesName	Bignoniaceae	Cuspidaria	lateriflora	abergPT	1300	Cuspidaria lateriflora
nPT_Tequej_29	SpeciesName	Salicaceae	Casearia	megacarpa	PT	1250	Casearia megacarpa
nPT_Planop_87	SpeciesName	Cannabaceae	Trema	micrantha	PT	1250	Trema micrantha
nPT_Tumupa_15	SpeciesName	Linaceae	Hebepetalum	humiriifolium	PT	595	Hebepetalum humiriifolium
nPT_Bosque_146	SpeciesName	Lauraceae	Ocotea	javitensis	PT	425	Ocotea javitensis
nPT_Piara_388	MorphoSpeciesName	Melastomataceae	Miconia	sp9	PT	1250	Miconia sp9
nPT_Chapar_106	MorphoSpeciesName	Sabiaceae	Meliosma	sp15	PT	2110	Meliosma sp15
nPT_Yariap_1	SpeciesName	Monimiaceae	Mollinedia	pulcherrima	PT	1478	Mollinedia pulcherrima
nPT_Quebra_115	SpeciesName	Urticaceae	Myriocarpa	longipes	PT	835	Myriocarpa longipes
TRU-01	SpeciesName	Sapindaceae	Talisia	hexaphylla	abergPP	835	Talisia hexaphylla
AP-01	SpeciesName	Malpighiaceae	Heteropterys	eglandulosa	abergPT	1150	Heteropterys eglandulosa
nPT_Wayrap_163	SpeciesName	Euphorbiaceae	Pachystroma	longifolium	PT	795	Pachystroma longifolium
nPT_Ruinas_34	SpeciesName	Malpighiaceae	Mascagnia	divaricata	PT	1100	Mascagnia divaricata
nPP_Terraz_41	SpeciesName	Fabaceae	Andira	inermis	PP	362	Andira inermis
nPT_Lambra_435	SpeciesName	Euphorbiaceae	Omphalea	diandra	PT	362	Omphalea diandra
nPT_Incien_264	MorphoSpeciesName	Burseraceae	Protium	AEC227	PT	940	Protium AEC227
nPT_Piara_393	SpeciesName	Urticaceae	Coussapoa	cinnamomifolia	PT	1654	Coussapoa cinnamomifolia
nPT_Pampat_385	SpeciesName	Nyctaginaceae	Colignonia	glomerata	PT	2663	Colignonia glomerata
nPT_Panteo_202	SpeciesName	Humiriaceae	Vantanea	compacta	PT	1766	Vantanea compacta
nPP_Lomaka_40	SpeciesName	Fabaceae	Parkia	nitida	PP	1046	Parkia nitida
CA-08	SpeciesName	Gentianaceae	Macrocarpaea	cochabambensis	abergPT	2985	Macrocarpaea cochabambensis
nPP_Fuerte_26	SpeciesName	Melastomataceae	Meriania	tomentosa	PP	2698	Meriania tomentosa
nPP_Tocoaq_30	SpeciesName	Vitaceae	Cissus	pseudoverticillata	PP	215	Cissus pseudoverticillata
nPT_Sendae_371	SpeciesName	Melastomataceae	Miconia	lourteigiana	PT	232	Miconia lourteigiana
nPT_Infier_473	SpeciesName	Fabaceae	Platymiscium	pubescens	PT	938	Platymiscium pubescens
nPT_Tapuri_406	SpeciesName	Onagraceae	Fuchsia	denticulata	PT	3061	Fuchsia denticulata
nPT_Mutune_237	MorphoSpeciesName	Melastomataceae	Miconia	CMG3231	PT	3490	Miconia CMG3231
nPT_Incien_264	MorphoSpeciesName	Myrtaceae	Calyptranthes	MJM5284	PT	1070	Calyptranthes MJM5284
nPT_Alilia_41	MorphoSpeciesName	Menispermaceae	Abuta	GAT2118	PT	1386	Abuta GAT2118
ESP-01	SpeciesName	Fabaceae	Machaerium	leiophyllum	abergPP	1300	Machaerium leiophyllum
nPT_Quebra_115	SpeciesName	Asteraceae	Eirmocephala	megaphylla	PT	610	Eirmocephala megaphylla
nPT_Resina_194	SpeciesName	Sapindaceae	Paullinia	boliviana	PT	480	Paullinia boliviana
nPT_Curich_58	MorphoSpeciesName	Urticaceae	Cecropia	sp4	PT	1250	Cecropia sp4
nPT_Marimo_37	SpeciesName	Sapindaceae	Talisia	obovata	PT	850	Talisia obovata
nPT_Sumpul_300	MorphoSpeciesName	Rubiaceae	Elaeagia	sp1	PT	1750	Elaeagia sp1
SP-03	MorphoSpeciesName	Solanaceae	Cestrum	sp3	abergPT	1500	Cestrum sp3
nPT_Piara_390	SpeciesName	Melastomataceae	Miconia	brachyanthera	PT	2500	Miconia brachyanthera
nPT_Nidoab_223	SpeciesName	Aquifoliaceae	Ilex	biserrulata	PT	3376	Ilex biserrulata
PAN-01	MorphoSpeciesName	Asteraceae	Baccharis	sp2	abergPP	1983	Baccharis sp2
nPT_Mara_131	MorphoSpeciesName	Lauraceae	Persea	sp1	PT	2862	Persea sp1
QU-01	SpeciesName	Arecaceae	Dyctiocarium	lamarckianum	abergPT	1970	Dyctiocarium lamarckianum
AC-01	SpeciesName	Euphorbiaceae	Gymnanthes	discolor	abergPT	935	Gymnanthes discolor
nPT_Eslabo_156	MorphoSpeciesName	Lauraceae	Ocotea	LC6779	PT	1804	Ocotea LC6779
nPT_Planopi_123	SpeciesName	Verbenaceae	Duranta	sprucei	PT	2889	Duranta sprucei
nPP_Chaqui_31	SpeciesName	Lauraceae	Persea	sphaerocarpa	PP	1468	Persea sphaerocarpa
nPT_Sumpul_306	SpeciesName	Sapotaceae	Pouteria	tarapotensis	PT	400	Pouteria tarapotensis
nPT_Arriba_184	SpeciesName	Bignoniaceae	Fridericia	spicata	PT	724	Fridericia spicata
nPP_Chaqui_31	SpeciesName	Erythroxylaceae	Erythroxylum	squamatum	PP	1580	Erythroxylum squamatum
nPP_Sanmar_21	SpeciesName	Myrtaceae	Eugenia	speciosa	PP	1392	Eugenia speciosa
CA-05	SpeciesName	Bignoniaceae	Cybistax	antisyphilitica	abergPT	975	Cybistax antisyphilitica
nPT_Cocapu_400	SpeciesName	Myrtaceae	Eugenia	hyemalis	PT	1170	Eugenia hyemalis
nPT_Piedel_71	SpeciesName	Pentaphylacaceae	Ternstroemia	asymmetrica	PT	1750	Ternstroemia asymmetrica
TRU-08	SpeciesName	Arecaceae	Geonoma	macrostachys	abergPP	349	Geonoma macrostachys
nPT_Tequej_27	MorphoSpeciesName	Myrtaceae	Myrciaria	AM2829	PT	1102	Myrciaria AM2829
SPD-01	MorphoSpeciesName	Rubiaceae	Rudgea	MJM5730	abergPP	435	Rudgea MJM5730
nPT_Sumpul_298	SpeciesName	Melastomataceae	Miconia	ampla	PT	320	Miconia ampla
nPT_Arriba_243	MorphoSpeciesName	Aquifoliaceae	Ilex	GAT3121	PT	2303	Ilex GAT3121
nPT_Tamboq_136	SpeciesName	Caprifoliaceae	Valeriana	clematitis	PT	2203	Valeriana clematitis
nPT_Tanhua_342	SpeciesName	Phyllonomaceae	Phyllonoma	ruscifolia	PT	1780	Phyllonoma ruscifolia
CA-08	MorphoSpeciesName	Rubiaceae	Randia	TMG773	abergPT	1780	Randia TMG773
nPT_Culi_355	SpeciesName	Rubiaceae	Palicourea	thyrsiflora	PT	1532	Palicourea thyrsiflora
SAI-01	MorphoSpeciesName	Rubiaceae	Psychotria	CMG2780	abergPP	1532	Psychotria CMG2780
nPP_Tapuri_45	SpeciesName	Asteraceae	Baccharis	pentlandii	PP	2955	Baccharis pentlandii
nPT_Chiriu_76	SpeciesName	Combretaceae	Terminalia	argentea	PT	1164	Terminalia argentea
nPT_Buenah_210	MorphoSpeciesName	Rubiaceae	Alibertia	NPZ5057	PT	384	Alibertia NPZ5057
nPT_Buenah_207	SpeciesName	Peraceae	Pera	glabrata	PT	354	Pera glabrata
nPT_Encuen_47	MorphoSpeciesName	Lauraceae	Persea	NPZ5789	PT	3189	Persea NPZ5789
nPT_Venado_222	SpeciesName	Celastraceae	Anthodon	decussatus	PT	337	Anthodon decussatus
nPT_Tumupa_23	SpeciesName	Ericaceae	Orthaea	ignea	PT	2455	Orthaea ignea
nPT_Kellut_180	SpeciesName	Ericaceae	Gaultheria	eriophylla	PT	2281	Gaultheria eriophylla
nPT_Naranj_111	SpeciesName	Podocarpaceae	Podocarpus	magnifolius	PT	1616	Podocarpus magnifolius
nPP_Tocoaq_30	SpeciesName	Combretaceae	Terminalia	tetraphylla	PP	963	Terminalia tetraphylla
nPP_Lomaka_40	MorphoSpeciesName	Aquifoliaceae	Ilex	JQQ1062	PP	1527	Ilex JQQ1062
PAN-02	MorphoSpeciesName	Rubiaceae	Coussarea	MCM1144	abergPP	2237	Coussarea MCM1144
nPP_Tocoaq_29	SpeciesName	Styracaceae	Styrax	subargenteus	PP	1790	Styrax subargenteus
nPP_Yarimi_11	SpeciesName	Loganiaceae	Strychnos	toxifera	PP	930	Strychnos toxifera
nPP_Huanec_20	MorphoSpeciesName	Malpighiaceae	Hiraea	SPS20	PP	840	Hiraea SPS20
nPT_Kellut_180	MorphoSpeciesName	Lauraceae	Nectandra	ILR1006	PT	1531	Nectandra ILR1006
nPP_Lomaka_40	MorphoSpeciesName	Asteraceae	Mikania	GAT1469	PP	1489	Mikania GAT1469
nPT_Lambra_435	MorphoSpeciesName	Rosaceae	Prunus	ETP160	PT	1386	Prunus ETP160
nPT_Culi_353	MorphoSpeciesName	Lauraceae	Endlicheria	AAD587	PT	1300	Endlicheria AAD587
CAL-02	SpeciesName	Moraceae	Ficus	eximia	abergPP	530	Ficus eximia
nPT_Patasa_325	SpeciesName	Lauraceae	Nectandra	lineata	PT	1500	Nectandra lineata
SAI-02	MorphoSpeciesName	Lauraceae	Nectandra	sp22	abergPP	1500	Nectandra sp22
nPT_Ladera_132	SpeciesName	Melastomataceae	Miconia	tetragona	PT	850	Miconia tetragona
nPT_Santaa_344	MorphoSpeciesName	Salicaceae	Laetia	sp	PT	850	Laetia sp
nPT_Tamboq_142	SpeciesName	Marcgraviaceae	Norantea	guianensis	PT	850	Norantea guianensis
nPT_Tintay_250	SpeciesName	Melastomataceae	Miconia	crassipes	PT	1750	Miconia crassipes
nPT_Palmar_108	MorphoSpeciesName	Cyatheaceae	Cyathea	sp15	PT	1750	Cyathea sp15
nPP_Pintat_5	MorphoSpeciesName	Elaeocarpaceae	Sloanea	sp	PP	1750	Sloanea sp
nPT_Cabece_255	SpeciesName	Malvaceae	Spirotheca	rosea	PT	1500	Spirotheca rosea
nPP_Chaqui_32	SpeciesName	Brunelliaceae	Brunellia	stenoptera	PP	1500	Brunellia stenoptera
nPT_Santaa_352	SpeciesName	Vochysiaceae	Vochysia	leguiana	PT	1000	Vochysia leguiana
nPT_Detras_69	SpeciesName	Lauraceae	Persea	caerulea	PT	1000	Persea caerulea
nPT_Arroyo_225	SpeciesName	Lauraceae	Persea	corymbosa	PT	3000	Persea corymbosa
nPT_Cuchil_100	MorphoSpeciesName	Annonaceae	Guatteria	sp2	PT	2000	Guatteria sp2
nPP_Pintat_5	SpeciesName	Urticaceae	Cecropia	sciadophylla	PP	425	Cecropia sciadophylla
nPT_Lambra_436	SpeciesName	Nyctaginaceae	Neea	spruceana	PT	800	Neea spruceana
nPT_Bosque_486	MorphoSpeciesName	Asteraceae	Pentacalia	sp3	PT	3376	Pentacalia sp3
nPT_Santaa_350	MorphoSpeciesName	Asteraceae	Gynoxys	sp4	PT	3402	Gynoxys sp4
SPD-01	SpeciesName	Clusiaceae	Clusia	cretosa	abergPP	3407	Clusia cretosa
nPT_Cimaar_230	MorphoSpeciesName	Asteraceae	Diplostephium	sp1	PT	3389	Diplostephium sp1
nPT_Santaa_348	MorphoSpeciesName	Loranthaceae	Psittacanthus	sp1	PT	2862	Psittacanthus sp1
nPT_Bosque_116	SpeciesName	Araliaceae	Dendropanax	williamsii	PT	1242	Dendropanax williamsii
nPT_Pino_262	MorphoSpeciesName	Lauraceae	Ocotea	AM3556	PT	2200	Ocotea AM3556
nPT_Palcas_428	SpeciesName	Menispermaceae	Chondrodendron	tomentosum	PT	320	Chondrodendron tomentosum
nPT_Bosque_113	MorphoSpeciesName	Sapindaceae	Thinouia	BNA796	PT	225	Thinouia BNA796
ACJ-01	MorphoSpeciesName	Cucurbitaceae	Gurania	TMG75	abergPP	320	Gurania TMG75
SAI-02	SpeciesName	Sapotaceae	Pouteria	bangii	abergPP	320	Pouteria bangii
nPT_Chakaw_363	MorphoSpeciesName	Pentaphylacaceae	Ternstroemia	GAT2772	PT	3075	Ternstroemia GAT2772
nPP_Buenah_15	SpeciesName	Rubiaceae	Agouticarpa	isernii	PP	238	Agouticarpa isernii
nPT_Buenah_213	SpeciesName	Fabaceae	Machaerium	oblongifolium	PT	232	Machaerium oblongifolium
nPT_Planop_82	SpeciesName	Melastomataceae	Meriania	axinioides	PT	2179	Meriania axinioides
QU-02	MorphoSpeciesName	Rubiaceae	Psychotria	GAT3085	abergPT	2045	Psychotria GAT3085
nPP_Resina_14	MorphoSpeciesName	Rubiaceae	Psychotria	GAT3194	PP	2203	Psychotria GAT3194
nPT_Aguapo_51	MorphoSpeciesName	Verbenaceae	Duranta	GAT3206	PT	2203	Duranta GAT3206
nPT_Entrep_245	SpeciesName	Caricaceae	Vasconcellea	microcarpa	PT	1248	Vasconcellea microcarpa
nPP_Sumpul_34	MorphoSpeciesName	Aquifoliaceae	Ilex	GAT1615A	PP	1489	Ilex GAT1615A
nPT_Tamboq_138	SpeciesName	Urticaceae	Cecropia	polystachya	PT	660	Cecropia polystachya
nPT_Sumpul_305	MorphoSpeciesName	Araliaceae	Sciodaphyllum	AF19263	PT	2494	Sciodaphyllum AF19263
nPT_Santat_120	SpeciesName	Combretaceae	Combretum	assimile	PT	515	Combretum assimile
nPT_Cimaar_230	SpeciesName	Lauraceae	Ocotea	amazonica	PT	550	Ocotea amazonica
nPP_Tintay_24	SpeciesName	Combretaceae	Buchenavia	oxycarpa	PP	820	Buchenavia oxycarpa
nPT_Corana_312	MorphoSpeciesName	Thymelaeaceae	Daphnopsis	MJM6006	PT	820	Daphnopsis MJM6006
nPT_Culi_354	SpeciesName	Phyllanthaceae	Margaritaria	nobilis	PT	500	Margaritaria nobilis
nPP_Waturu_43	SpeciesName	Lauraceae	Ocotea	cuprea	PP	850	Ocotea cuprea
